Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
1993,Colorado,East Central,Yuma,114.5,"Yuma County, Colorado",08125,CO
1992,Colorado,East Central,Yuma,158.5,"Yuma County, Colorado",08125,CO
1991,Colorado,East Central,Yuma,167.5,"Yuma County, Colorado",08125,CO
2020,Delaware,Central,Kent,169.0,"Kent County, Delaware",10001,DE
2020,Delaware,Northern,New Castle,156.9,"New Castle County, Delaware",10003,DE
2020,Delaware,Southern,Sussex,155.9,"Sussex County, Delaware",10005,DE
2019,Delaware,Central,Kent,154.4,"Kent County, Delaware",10001,DE
2019,Delaware,Northern,New Castle,163.6,"New Castle County, Delaware",10003,DE
2019,Delaware,Southern,Sussex,164.0,"Sussex County, Delaware",10005,DE
2018,Delaware,Central,Kent,149.9,"Kent County, Delaware",10001,DE
2018,Delaware,Northern,New Castle,149.1,"New Castle County, Delaware",10003,DE
2018,Delaware,Southern,Sussex,141.8,"Sussex County, Delaware",10005,DE
2017,Delaware,Central,Kent,190.3,"Kent County, Delaware",10001,DE
2017,Delaware,Northern,New Castle,172.3,"New Castle County, Delaware",10003,DE
2017,Delaware,Southern,Sussex,191.2,"Sussex County, Delaware",10005,DE
2016,Delaware,Central,Kent,181.8,"Kent County, Delaware",10001,DE
2016,Delaware,Northern,New Castle,161.5,"New Castle County, Delaware",10003,DE
2016,Delaware,Southern,Sussex,165.4,"Sussex County, Delaware",10005,DE
2015,Delaware,Central,Kent,196.8,"Kent County, Delaware",10001,DE
2015,Delaware,Northern,New Castle,186.4,"New Castle County, Delaware",10003,DE
2015,Delaware,Southern,Sussex,190.5,"Sussex County, Delaware",10005,DE
2014,Delaware,Central,Kent,200.4,"Kent County, Delaware",10001,DE
2014,Delaware,Northern,New Castle,190.7,"New Castle County, Delaware",10003,DE
2014,Delaware,Southern,Sussex,201.3,"Sussex County, Delaware",10005,DE
2013,Delaware,Central,Kent,171.4,"Kent County, Delaware",10001,DE
2013,Delaware,Northern,New Castle,158.0,"New Castle County, Delaware",10003,DE
2013,Delaware,Southern,Sussex,165.0,"Sussex County, Delaware",10005,DE
2012,Delaware,Central,Kent,108.0,"Kent County, Delaware",10001,DE
2012,Delaware,Northern,New Castle,132.0,"New Castle County, Delaware",10003,DE
2012,Delaware,Southern,Sussex,148.7,"Sussex County, Delaware",10005,DE
2011,Delaware,Central,Kent,128.7,"Kent County, Delaware",10001,DE
2011,Delaware,Northern,New Castle,120.9,"New Castle County, Delaware",10003,DE
2011,Delaware,Southern,Sussex,132.5,"Sussex County, Delaware",10005,DE
2010,Delaware,Central,Kent,120.4,"Kent County, Delaware",10001,DE
2010,Delaware,Northern,New Castle,112.1,"New Castle County, Delaware",10003,DE
2010,Delaware,Southern,Sussex,110.9,"Sussex County, Delaware",10005,DE
2009,Delaware,Central,Kent,153.0,"Kent County, Delaware",10001,DE
2009,Delaware,Northern,New Castle,140.0,"New Castle County, Delaware",10003,DE
2009,Delaware,Southern,Sussex,142.0,"Sussex County, Delaware",10005,DE
2008,Delaware,Central,Kent,111.0,"Kent County, Delaware",10001,DE
2008,Delaware,Northern,New Castle,101.0,"New Castle County, Delaware",10003,DE
2008,Delaware,Southern,Sussex,137.0,"Sussex County, Delaware",10005,DE
2007,Delaware,Central,Kent,94.2,"Kent County, Delaware",10001,DE
2007,Delaware,Northern,New Castle,122.8,"New Castle County, Delaware",10003,DE
2007,Delaware,Southern,Sussex,96.4,"Sussex County, Delaware",10005,DE
2006,Delaware,Central,Kent,151.6,"Kent County, Delaware",10001,DE
2006,Delaware,Northern,New Castle,154.6,"New Castle County, Delaware",10003,DE
2006,Delaware,Southern,Sussex,139.9,"Sussex County, Delaware",10005,DE
2005,Delaware,Central,Kent,151.6,"Kent County, Delaware",10001,DE
2005,Delaware,Northern,New Castle,151.0,"New Castle County, Delaware",10003,DE
2005,Delaware,Southern,Sussex,137.3,"Sussex County, Delaware",10005,DE
2004,Delaware,Central,Kent,145.0,"Kent County, Delaware",10001,DE
2004,Delaware,Northern,New Castle,145.8,"New Castle County, Delaware",10003,DE
2004,Delaware,Southern,Sussex,156.6,"Sussex County, Delaware",10005,DE
2003,Delaware,Central,Kent,116.8,"Kent County, Delaware",10001,DE
2003,Delaware,Northern,New Castle,116.0,"New Castle County, Delaware",10003,DE
2003,Delaware,Southern,Sussex,127.0,"Sussex County, Delaware",10005,DE
2002,Delaware,Central,Kent,81.1,"Kent County, Delaware",10001,DE
2002,Delaware,Northern,New Castle,67.7,"New Castle County, Delaware",10003,DE
2002,Delaware,Southern,Sussex,88.2,"Sussex County, Delaware",10005,DE
2001,Delaware,Central,Kent,146.9,"Kent County, Delaware",10001,DE
2001,Delaware,Northern,New Castle,111.9,"New Castle County, Delaware",10003,DE
2001,Delaware,Southern,Sussex,151.6,"Sussex County, Delaware",10005,DE
2000,Delaware,Central,Kent,162.6,"Kent County, Delaware",10001,DE
2000,Delaware,Northern,New Castle,101.9,"New Castle County, Delaware",10003,DE
2000,Delaware,Southern,Sussex,173.5,"Sussex County, Delaware",10005,DE
1999,Delaware,Central,Kent,90.9,"Kent County, Delaware",10001,DE
1999,Delaware,Northern,New Castle,66.6,"New Castle County, Delaware",10003,DE
1999,Delaware,Southern,Sussex,92.9,"Sussex County, Delaware",10005,DE
1998,Delaware,Central,Kent,106.0,"Kent County, Delaware",10001,DE
1998,Delaware,Northern,New Castle,86.8,"New Castle County, Delaware",10003,DE
1998,Delaware,Southern,Sussex,101.0,"Sussex County, Delaware",10005,DE
1997,Delaware,Central,Kent,94.7,"Kent County, Delaware",10001,DE
1997,Delaware,Northern,New Castle,82.7,"New Castle County, Delaware",10003,DE
1997,Delaware,Southern,Sussex,116.1,"Sussex County, Delaware",10005,DE
1996,Delaware,Central,Kent,143.1,"Kent County, Delaware",10001,DE
1996,Delaware,Northern,New Castle,140.1,"New Castle County, Delaware",10003,DE
1996,Delaware,Southern,Sussex,143.8,"Sussex County, Delaware",10005,DE
1995,Delaware,Central,Kent,105.0,"Kent County, Delaware",10001,DE
1995,Delaware,Northern,New Castle,107.0,"New Castle County, Delaware",10003,DE
1995,Delaware,Southern,Sussex,104.3,"Sussex County, Delaware",10005,DE
1994,Delaware,Central,Kent,132.6,"Kent County, Delaware",10001,DE
1994,Delaware,Northern,New Castle,121.9,"New Castle County, Delaware",10003,DE
1994,Delaware,Southern,Sussex,122.4,"Sussex County, Delaware",10005,DE
1993,Delaware,Central,Kent,80.4,"Kent County, Delaware",10001,DE
1993,Delaware,Northern,New Castle,82.4,"New Castle County, Delaware",10003,DE
1993,Delaware,Southern,Sussex,88.4,"Sussex County, Delaware",10005,DE
1992,Delaware,Central,Kent,115.0,"Kent County, Delaware",10001,DE
1992,Delaware,Northern,New Castle,118.0,"New Castle County, Delaware",10003,DE
1992,Delaware,Southern,Sussex,121.7,"Sussex County, Delaware",10005,DE
1991,Delaware,Central,Kent,107.0,"Kent County, Delaware",10001,DE
1991,Delaware,Northern,New Castle,103.0,"New Castle County, Delaware",10003,DE
1991,Delaware,Southern,Sussex,107.1,"Sussex County, Delaware",10005,DE
2020,Georgia,Southwest,Baker,201.8,"Baker County, Georgia",13007,GA
2020,Georgia,East Central,Burke,196.9,"Burke County, Georgia",13033,GA
2020,Georgia,Southwest,Calhoun,229.0,"Calhoun County, Georgia",13037,GA
2020,Georgia,South Central,Coffee,164.8,"Coffee County, Georgia",13069,GA
2020,Georgia,East Central,Screven,174.2,"Screven County, Georgia",13251,GA
2020,Georgia,Southwest,Seminole,222.8,"Seminole County, Georgia",13253,GA
2020,Georgia,South Central,Worth,213.7,"Worth County, Georgia",13321,GA
2019,Georgia,Southwest,Baker,191.0,"Baker County, Georgia",13007,GA
2019,Georgia,East Central,Burke,199.0,"Burke County, Georgia",13033,GA
2019,Georgia,Southwest,Calhoun,228.1,"Calhoun County, Georgia",13037,GA
2019,Georgia,South Central,Coffee,149.2,"Coffee County, Georgia",13069,GA
2019,Georgia,East Central,Screven,157.3,"Screven County, Georgia",13251,GA
2019,Georgia,Southwest,Seminole,213.0,"Seminole County, Georgia",13253,GA
2019,Georgia,South Central,Worth,196.1,"Worth County, Georgia",13321,GA
2018,Georgia,Southwest,Baker,199.2,"Baker County, Georgia",13007,GA
2018,Georgia,East Central,Burke,191.1,"Burke County, Georgia",13033,GA
2018,Georgia,Southwest,Calhoun,211.8,"Calhoun County, Georgia",13037,GA
2018,Georgia,South Central,Coffee,141.9,"Coffee County, Georgia",13069,GA
2018,Georgia,East Central,Screven,164.6,"Screven County, Georgia",13251,GA
2018,Georgia,Southwest,Seminole,198.9,"Seminole County, Georgia",13253,GA
2018,Georgia,South Central,Worth,191.4,"Worth County, Georgia",13321,GA
2017,Georgia,Southwest,Baker,195.1,"Baker County, Georgia",13007,GA
2017,Georgia,East Central,Burke,203.2,"Burke County, Georgia",13033,GA
2017,Georgia,Southwest,Calhoun,220.5,"Calhoun County, Georgia",13037,GA
2017,Georgia,South Central,Coffee,171.1,"Coffee County, Georgia",13069,GA
2017,Georgia,East Central,Screven,190.9,"Screven County, Georgia",13251,GA
2017,Georgia,Southwest,Seminole,216.0,"Seminole County, Georgia",13253,GA
2017,Georgia,South Central,Worth,190.3,"Worth County, Georgia",13321,GA
2016,Georgia,Southwest,Baker,184.6,"Baker County, Georgia",13007,GA
2016,Georgia,East Central,Burke,186.8,"Burke County, Georgia",13033,GA
2016,Georgia,Southwest,Calhoun,197.2,"Calhoun County, Georgia",13037,GA
2016,Georgia,South Central,Coffee,162.9,"Coffee County, Georgia",13069,GA
2016,Georgia,East Central,Screven,163.5,"Screven County, Georgia",13251,GA
2016,Georgia,Southwest,Seminole,205.0,"Seminole County, Georgia",13253,GA
2016,Georgia,South Central,Worth,170.0,"Worth County, Georgia",13321,GA
2015,Georgia,Southwest,Baker,180.4,"Baker County, Georgia",13007,GA
2015,Georgia,East Central,Burke,188.4,"Burke County, Georgia",13033,GA
2015,Georgia,Southwest,Calhoun,223.0,"Calhoun County, Georgia",13037,GA
2015,Georgia,South Central,Coffee,159.8,"Coffee County, Georgia",13069,GA
2015,Georgia,East Central,Screven,178.5,"Screven County, Georgia",13251,GA
2015,Georgia,Southwest,Seminole,192.7,"Seminole County, Georgia",13253,GA
2015,Georgia,South Central,Worth,203.5,"Worth County, Georgia",13321,GA
2014,Georgia,Southwest,Baker,174.9,"Baker County, Georgia",13007,GA
2014,Georgia,East Central,Burke,192.8,"Burke County, Georgia",13033,GA
2014,Georgia,Southwest,Calhoun,192.0,"Calhoun County, Georgia",13037,GA
2014,Georgia,South Central,Coffee,134.7,"Coffee County, Georgia",13069,GA
2014,Georgia,East Central,Screven,179.2,"Screven County, Georgia",13251,GA
2014,Georgia,Southwest,Seminole,195.8,"Seminole County, Georgia",13253,GA
2014,Georgia,South Central,Worth,178.3,"Worth County, Georgia",13321,GA
2013,Georgia,Southwest,Baker,188.5,"Baker County, Georgia",13007,GA
2013,Georgia,East Central,Burke,191.1,"Burke County, Georgia",13033,GA
2013,Georgia,Southwest,Calhoun,208.3,"Calhoun County, Georgia",13037,GA
2013,Georgia,South Central,Coffee,170.7,"Coffee County, Georgia",13069,GA
2013,Georgia,East Central,Screven,164.0,"Screven County, Georgia",13251,GA
2013,Georgia,Southwest,Seminole,194.9,"Seminole County, Georgia",13253,GA
2013,Georgia,South Central,Worth,191.1,"Worth County, Georgia",13321,GA
2012,Georgia,Southwest,Baker,218.4,"Baker County, Georgia",13007,GA
2012,Georgia,East Central,Burke,213.0,"Burke County, Georgia",13033,GA
2012,Georgia,Southwest,Calhoun,225.0,"Calhoun County, Georgia",13037,GA
2012,Georgia,South Central,Coffee,167.7,"Coffee County, Georgia",13069,GA
2012,Georgia,East Central,Screven,166.7,"Screven County, Georgia",13251,GA
2012,Georgia,Southwest,Seminole,212.1,"Seminole County, Georgia",13253,GA
2012,Georgia,South Central,Worth,202.2,"Worth County, Georgia",13321,GA
2011,Georgia,Southwest,Baker,231.3,"Baker County, Georgia",13007,GA
2011,Georgia,East Central,Burke,191.0,"Burke County, Georgia",13033,GA
2011,Georgia,Southwest,Calhoun,236.6,"Calhoun County, Georgia",13037,GA
2011,Georgia,South Central,Coffee,114.3,"Coffee County, Georgia",13069,GA
2011,Georgia,East Central,Screven,151.7,"Screven County, Georgia",13251,GA
2011,Georgia,Southwest,Seminole,229.9,"Seminole County, Georgia",13253,GA
2011,Georgia,South Central,Worth,164.0,"Worth County, Georgia",13321,GA
2010,Georgia,Southwest,Baker,189.0,"Baker County, Georgia",13007,GA
2010,Georgia,East Central,Burke,173.5,"Burke County, Georgia",13033,GA
2010,Georgia,Southwest,Calhoun,167.0,"Calhoun County, Georgia",13037,GA
2010,Georgia,South Central,Coffee,113.0,"Coffee County, Georgia",13069,GA
2010,Georgia,East Central,Screven,124.3,"Screven County, Georgia",13251,GA
2010,Georgia,Southwest,Seminole,184.0,"Seminole County, Georgia",13253,GA
2010,Georgia,South Central,Worth,171.9,"Worth County, Georgia",13321,GA
2009,Georgia,Southwest,Baker,169.0,"Baker County, Georgia",13007,GA
2009,Georgia,East Central,Burke,130.0,"Burke County, Georgia",13033,GA
2009,Georgia,Southwest,Calhoun,184.0,"Calhoun County, Georgia",13037,GA
2009,Georgia,South Central,Coffee,118.0,"Coffee County, Georgia",13069,GA
2009,Georgia,East Central,Screven,157.0,"Screven County, Georgia",13251,GA
2009,Georgia,Southwest,Seminole,164.0,"Seminole County, Georgia",13253,GA
2009,Georgia,South Central,Worth,168.0,"Worth County, Georgia",13321,GA
2008,Georgia,Southwest,Baker,166.0,"Baker County, Georgia",13007,GA
2008,Georgia,East Central,Burke,199.0,"Burke County, Georgia",13033,GA
2008,Georgia,Southwest,Calhoun,182.0,"Calhoun County, Georgia",13037,GA
2008,Georgia,South Central,Coffee,126.0,"Coffee County, Georgia",13069,GA
2008,Georgia,East Central,Screven,108.0,"Screven County, Georgia",13251,GA
2008,Georgia,Southwest,Seminole,212.0,"Seminole County, Georgia",13253,GA
2008,Georgia,South Central,Worth,131.0,"Worth County, Georgia",13321,GA
2007,Georgia,Southwest,Baker,174.0,"Baker County, Georgia",13007,GA
2007,Georgia,East Central,Burke,139.0,"Burke County, Georgia",13033,GA
2007,Georgia,Southwest,Calhoun,143.0,"Calhoun County, Georgia",13037,GA
2007,Georgia,South Central,Coffee,109.0,"Coffee County, Georgia",13069,GA
2007,Georgia,East Central,Screven,97.0,"Screven County, Georgia",13251,GA
2007,Georgia,Southwest,Seminole,177.0,"Seminole County, Georgia",13253,GA
2007,Georgia,South Central,Worth,136.0,"Worth County, Georgia",13321,GA
2006,Georgia,Southwest,Baker,176.0,"Baker County, Georgia",13007,GA
2006,Georgia,East Central,Burke,132.0,"Burke County, Georgia",13033,GA
2006,Georgia,Southwest,Calhoun,184.0,"Calhoun County, Georgia",13037,GA
2006,Georgia,South Central,Coffee,110.0,"Coffee County, Georgia",13069,GA
2006,Georgia,East Central,Screven,108.0,"Screven County, Georgia",13251,GA
2006,Georgia,Southwest,Seminole,183.0,"Seminole County, Georgia",13253,GA
2006,Georgia,South Central,Worth,101.0,"Worth County, Georgia",13321,GA
2005,Georgia,Southwest,Baker,155.0,"Baker County, Georgia",13007,GA
2005,Georgia,East Central,Burke,127.0,"Burke County, Georgia",13033,GA
2005,Georgia,Southwest,Calhoun,162.0,"Calhoun County, Georgia",13037,GA
2005,Georgia,South Central,Coffee,127.0,"Coffee County, Georgia",13069,GA
2005,Georgia,East Central,Screven,115.0,"Screven County, Georgia",13251,GA
2005,Georgia,Southwest,Seminole,154.0,"Seminole County, Georgia",13253,GA
2005,Georgia,South Central,Worth,127.0,"Worth County, Georgia",13321,GA
2004,Georgia,Southwest,Baker,148.0,"Baker County, Georgia",13007,GA
2004,Georgia,East Central,Burke,127.0,"Burke County, Georgia",13033,GA
2004,Georgia,Southwest,Calhoun,178.0,"Calhoun County, Georgia",13037,GA
2004,Georgia,South Central,Coffee,119.0,"Coffee County, Georgia",13069,GA
2004,Georgia,East Central,Screven,106.0,"Screven County, Georgia",13251,GA
2004,Georgia,Southwest,Seminole,166.0,"Seminole County, Georgia",13253,GA
2004,Georgia,South Central,Worth,134.0,"Worth County, Georgia",13321,GA
2003,Georgia,Southwest,Baker,160.0,"Baker County, Georgia",13007,GA
2003,Georgia,East Central,Burke,138.0,"Burke County, Georgia",13033,GA
2003,Georgia,Southwest,Calhoun,175.0,"Calhoun County, Georgia",13037,GA
2003,Georgia,South Central,Coffee,125.0,"Coffee County, Georgia",13069,GA
2003,Georgia,East Central,Screven,112.0,"Screven County, Georgia",13251,GA
2003,Georgia,Southwest,Seminole,148.0,"Seminole County, Georgia",13253,GA
2003,Georgia,South Central,Worth,151.0,"Worth County, Georgia",13321,GA
2002,Georgia,Southwest,Baker,159.0,"Baker County, Georgia",13007,GA
2002,Georgia,East Central,Burke,99.0,"Burke County, Georgia",13033,GA
2002,Georgia,Southwest,Calhoun,142.0,"Calhoun County, Georgia",13037,GA
2002,Georgia,South Central,Coffee,123.0,"Coffee County, Georgia",13069,GA
2002,Georgia,East Central,Screven,95.0,"Screven County, Georgia",13251,GA
2002,Georgia,Southwest,Seminole,150.0,"Seminole County, Georgia",13253,GA
2002,Georgia,South Central,Worth,124.0,"Worth County, Georgia",13321,GA
2001,Georgia,Southwest,Baker,170.0,"Baker County, Georgia",13007,GA
2001,Georgia,East Central,Burke,112.0,"Burke County, Georgia",13033,GA
2001,Georgia,Southwest,Calhoun,158.0,"Calhoun County, Georgia",13037,GA
2001,Georgia,South Central,Coffee,135.0,"Coffee County, Georgia",13069,GA
2001,Georgia,East Central,Screven,113.0,"Screven County, Georgia",13251,GA
2001,Georgia,Southwest,Seminole,184.0,"Seminole County, Georgia",13253,GA
2001,Georgia,South Central,Worth,140.0,"Worth County, Georgia",13321,GA
2000,Georgia,Southwest,Baker,183.0,"Baker County, Georgia",13007,GA
2000,Georgia,East Central,Burke,98.0,"Burke County, Georgia",13033,GA
2000,Georgia,Southwest,Calhoun,147.0,"Calhoun County, Georgia",13037,GA
2000,Georgia,South Central,Coffee,113.0,"Coffee County, Georgia",13069,GA
2000,Georgia,East Central,Screven,76.0,"Screven County, Georgia",13251,GA
2000,Georgia,Southwest,Seminole,173.0,"Seminole County, Georgia",13253,GA
2000,Georgia,South Central,Worth,98.0,"Worth County, Georgia",13321,GA
1999,Georgia,Southwest,Baker,170.0,"Baker County, Georgia",13007,GA
1999,Georgia,East Central,Burke,75.0,"Burke County, Georgia",13033,GA
1999,Georgia,Southwest,Calhoun,155.0,"Calhoun County, Georgia",13037,GA
1999,Georgia,South Central,Coffee,95.0,"Coffee County, Georgia",13069,GA
1999,Georgia,East Central,Screven,85.0,"Screven County, Georgia",13251,GA
1999,Georgia,Southwest,Seminole,170.0,"Seminole County, Georgia",13253,GA
1999,Georgia,South Central,Worth,100.0,"Worth County, Georgia",13321,GA
1998,Georgia,Southwest,Baker,133.6,"Baker County, Georgia",13007,GA
1998,Georgia,East Central,Burke,62.8,"Burke County, Georgia",13033,GA
1998,Georgia,Southwest,Calhoun,125.3,"Calhoun County, Georgia",13037,GA
1998,Georgia,South Central,Coffee,66.0,"Coffee County, Georgia",13069,GA
1998,Georgia,East Central,Screven,78.2,"Screven County, Georgia",13251,GA
1998,Georgia,Southwest,Seminole,163.0,"Seminole County, Georgia",13253,GA
1998,Georgia,South Central,Worth,42.2,"Worth County, Georgia",13321,GA
1997,Georgia,Southwest,Baker,130.0,"Baker County, Georgia",13007,GA
1997,Georgia,East Central,Burke,90.0,"Burke County, Georgia",13033,GA
1997,Georgia,Southwest,Calhoun,140.0,"Calhoun County, Georgia",13037,GA
1997,Georgia,South Central,Coffee,90.0,"Coffee County, Georgia",13069,GA
1997,Georgia,East Central,Screven,98.0,"Screven County, Georgia",13251,GA
1997,Georgia,Southwest,Seminole,130.0,"Seminole County, Georgia",13253,GA
1997,Georgia,South Central,Worth,105.0,"Worth County, Georgia",13321,GA
1996,Georgia,Southwest,Baker,155.1,"Baker County, Georgia",13007,GA
1996,Georgia,East Central,Burke,92.0,"Burke County, Georgia",13033,GA
1996,Georgia,Southwest,Calhoun,134.6,"Calhoun County, Georgia",13037,GA
1996,Georgia,South Central,Coffee,71.5,"Coffee County, Georgia",13069,GA
1996,Georgia,East Central,Screven,92.0,"Screven County, Georgia",13251,GA
1996,Georgia,Southwest,Seminole,125.1,"Seminole County, Georgia",13253,GA
1996,Georgia,South Central,Worth,98.6,"Worth County, Georgia",13321,GA
1995,Georgia,Southwest,Baker,114.4,"Baker County, Georgia",13007,GA
1995,Georgia,East Central,Burke,69.6,"Burke County, Georgia",13033,GA
1995,Georgia,Southwest,Calhoun,136.8,"Calhoun County, Georgia",13037,GA
1995,Georgia,South Central,Coffee,84.5,"Coffee County, Georgia",13069,GA
