Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
1994,Illinois,Southwest,St Clair,53.0,"St Clair County, Illinois",17163,IL
1994,Illinois,Northwest,Stephenson,65.0,"Stephenson County, Illinois",17177,IL
1994,Illinois,Southwest,Washington,56.0,"Washington County, Illinois",17189,IL
1993,Illinois,East Southeast,Crawford,49.0,"Crawford County, Illinois",17033,IL
1993,Illinois,East Southeast,Lawrence,48.0,"Lawrence County, Illinois",17101,IL
1993,Illinois,Central,Mason,40.0,"Mason County, Illinois",17125,IL
1993,Illinois,Southwest,Monroe,45.0,"Monroe County, Illinois",17133,IL
1993,Illinois,Southwest,Randolph,44.0,"Randolph County, Illinois",17157,IL
1993,Illinois,Southwest,St Clair,46.0,"St Clair County, Illinois",17163,IL
1993,Illinois,Northwest,Stephenson,37.0,"Stephenson County, Illinois",17177,IL
1993,Illinois,Southwest,Washington,47.0,"Washington County, Illinois",17189,IL
1992,Illinois,East Southeast,Crawford,50.0,"Crawford County, Illinois",17033,IL
1992,Illinois,East Southeast,Lawrence,52.0,"Lawrence County, Illinois",17101,IL
1992,Illinois,Central,Mason,42.0,"Mason County, Illinois",17125,IL
1992,Illinois,Southwest,Monroe,55.0,"Monroe County, Illinois",17133,IL
1992,Illinois,Southwest,Randolph,51.0,"Randolph County, Illinois",17157,IL
1992,Illinois,Southwest,St Clair,57.0,"St Clair County, Illinois",17163,IL
1992,Illinois,Northwest,Stephenson,38.0,"Stephenson County, Illinois",17177,IL
1992,Illinois,Southwest,Washington,54.0,"Washington County, Illinois",17189,IL
1991,Illinois,East Southeast,Crawford,34.0,"Crawford County, Illinois",17033,IL
1991,Illinois,East Southeast,Lawrence,29.0,"Lawrence County, Illinois",17101,IL
1991,Illinois,Central,Mason,42.0,"Mason County, Illinois",17125,IL
1991,Illinois,Southwest,Monroe,31.0,"Monroe County, Illinois",17133,IL
1991,Illinois,Southwest,Randolph,25.0,"Randolph County, Illinois",17157,IL
1991,Illinois,Southwest,St Clair,28.0,"St Clair County, Illinois",17163,IL
1991,Illinois,Northwest,Stephenson,44.0,"Stephenson County, Illinois",17177,IL
1991,Illinois,Southwest,Washington,25.0,"Washington County, Illinois",17189,IL
2020,Indiana,Northeast,Adams,70.7,"Adams County, Indiana",18001,IN
2020,Indiana,Northeast,Allen,80.5,"Allen County, Indiana",18003,IN
2020,Indiana,Central,Bartholomew,71.9,"Bartholomew County, Indiana",18005,IN
2020,Indiana,Central,Decatur,78.1,"Decatur County, Indiana",18031,IN
2020,Indiana,Southwest,Dubois,62.5,"Dubois County, Indiana",18037,IN
2020,Indiana,Southwest,Gibson,73.1,"Gibson County, Indiana",18051,IN
2020,Indiana,Central,Hancock,72.4,"Hancock County, Indiana",18059,IN
2020,Indiana,East Central,Jay,78.8,"Jay County, Indiana",18075,IN
2020,Indiana,West Central,Montgomery,73.9,"Montgomery County, Indiana",18107,IN
2020,Indiana,Northeast,Noble,74.0,"Noble County, Indiana",18113,IN
2020,Indiana,Central,Shelby,70.5,"Shelby County, Indiana",18145,IN
2020,Indiana,West Central,Tippecanoe,89.4,"Tippecanoe County, Indiana",18157,IN
2020,Indiana,North Central,Wabash,81.1,"Wabash County, Indiana",18169,IN
2020,Indiana,Northeast,Whitley,75.2,"Whitley County, Indiana",18183,IN
2019,Indiana,Northeast,Adams,46.3,"Adams County, Indiana",18001,IN
2019,Indiana,Northeast,Allen,55.9,"Allen County, Indiana",18003,IN
2019,Indiana,Central,Bartholomew,75.3,"Bartholomew County, Indiana",18005,IN
2019,Indiana,Central,Decatur,74.4,"Decatur County, Indiana",18031,IN
2019,Indiana,Southwest,Dubois,68.3,"Dubois County, Indiana",18037,IN
2019,Indiana,Southwest,Gibson,67.4,"Gibson County, Indiana",18051,IN
2019,Indiana,Central,Hancock,66.0,"Hancock County, Indiana",18059,IN
2019,Indiana,East Central,Jay,45.8,"Jay County, Indiana",18075,IN
2019,Indiana,West Central,Montgomery,69.0,"Montgomery County, Indiana",18107,IN
2019,Indiana,Northeast,Noble,64.0,"Noble County, Indiana",18113,IN
2019,Indiana,Central,Shelby,63.0,"Shelby County, Indiana",18145,IN
2019,Indiana,West Central,Tippecanoe,63.8,"Tippecanoe County, Indiana",18157,IN
2019,Indiana,North Central,Wabash,47.0,"Wabash County, Indiana",18169,IN
2019,Indiana,Northeast,Whitley,62.1,"Whitley County, Indiana",18183,IN
2018,Indiana,Northeast,Adams,80.2,"Adams County, Indiana",18001,IN
2018,Indiana,Northeast,Allen,81.2,"Allen County, Indiana",18003,IN
2018,Indiana,Central,Bartholomew,72.9,"Bartholomew County, Indiana",18005,IN
2018,Indiana,Central,Decatur,72.2,"Decatur County, Indiana",18031,IN
2018,Indiana,Southwest,Dubois,63.7,"Dubois County, Indiana",18037,IN
2018,Indiana,Southwest,Gibson,72.8,"Gibson County, Indiana",18051,IN
2018,Indiana,Central,Hancock,74.4,"Hancock County, Indiana",18059,IN
2018,Indiana,East Central,Jay,75.8,"Jay County, Indiana",18075,IN
2018,Indiana,West Central,Montgomery,76.1,"Montgomery County, Indiana",18107,IN
2018,Indiana,Northeast,Noble,72.3,"Noble County, Indiana",18113,IN
2018,Indiana,Central,Shelby,68.1,"Shelby County, Indiana",18145,IN
2018,Indiana,West Central,Tippecanoe,76.9,"Tippecanoe County, Indiana",18157,IN
2018,Indiana,North Central,Wabash,94.3,"Wabash County, Indiana",18169,IN
2018,Indiana,Northeast,Whitley,76.9,"Whitley County, Indiana",18183,IN
2017,Indiana,Northeast,Adams,74.0,"Adams County, Indiana",18001,IN
2017,Indiana,Northeast,Allen,80.6,"Allen County, Indiana",18003,IN
2017,Indiana,Central,Bartholomew,76.0,"Bartholomew County, Indiana",18005,IN
2017,Indiana,Central,Decatur,66.0,"Decatur County, Indiana",18031,IN
2017,Indiana,Southwest,Dubois,74.3,"Dubois County, Indiana",18037,IN
2017,Indiana,Southwest,Gibson,80.1,"Gibson County, Indiana",18051,IN
2017,Indiana,Central,Hancock,76.2,"Hancock County, Indiana",18059,IN
2017,Indiana,East Central,Jay,67.0,"Jay County, Indiana",18075,IN
2017,Indiana,West Central,Montgomery,84.1,"Montgomery County, Indiana",18107,IN
2017,Indiana,Northeast,Noble,76.7,"Noble County, Indiana",18113,IN
2017,Indiana,Central,Shelby,77.4,"Shelby County, Indiana",18145,IN
2017,Indiana,West Central,Tippecanoe,76.7,"Tippecanoe County, Indiana",18157,IN
2017,Indiana,North Central,Wabash,78.2,"Wabash County, Indiana",18169,IN
2017,Indiana,Northeast,Whitley,76.6,"Whitley County, Indiana",18183,IN
2016,Indiana,Northeast,Adams,86.1,"Adams County, Indiana",18001,IN
2016,Indiana,Northeast,Allen,91.1,"Allen County, Indiana",18003,IN
2016,Indiana,Central,Bartholomew,83.8,"Bartholomew County, Indiana",18005,IN
2016,Indiana,Central,Decatur,79.8,"Decatur County, Indiana",18031,IN
2016,Indiana,Southwest,Dubois,73.2,"Dubois County, Indiana",18037,IN
2016,Indiana,Southwest,Gibson,86.7,"Gibson County, Indiana",18051,IN
2016,Indiana,Central,Hancock,85.0,"Hancock County, Indiana",18059,IN
2016,Indiana,East Central,Jay,94.0,"Jay County, Indiana",18075,IN
2016,Indiana,West Central,Montgomery,92.7,"Montgomery County, Indiana",18107,IN
2016,Indiana,Northeast,Noble,83.8,"Noble County, Indiana",18113,IN
2016,Indiana,Central,Shelby,83.7,"Shelby County, Indiana",18145,IN
2016,Indiana,West Central,Tippecanoe,74.1,"Tippecanoe County, Indiana",18157,IN
2016,Indiana,North Central,Wabash,87.1,"Wabash County, Indiana",18169,IN
2016,Indiana,Northeast,Whitley,87.1,"Whitley County, Indiana",18183,IN
2015,Indiana,Northeast,Adams,52.4,"Adams County, Indiana",18001,IN
2015,Indiana,Northeast,Allen,58.7,"Allen County, Indiana",18003,IN
2015,Indiana,Central,Bartholomew,88.1,"Bartholomew County, Indiana",18005,IN
2015,Indiana,Central,Decatur,73.3,"Decatur County, Indiana",18031,IN
2015,Indiana,Southwest,Dubois,58.7,"Dubois County, Indiana",18037,IN
2015,Indiana,Southwest,Gibson,71.4,"Gibson County, Indiana",18051,IN
2015,Indiana,Central,Hancock,73.5,"Hancock County, Indiana",18059,IN
2015,Indiana,East Central,Jay,69.6,"Jay County, Indiana",18075,IN
2015,Indiana,West Central,Montgomery,89.1,"Montgomery County, Indiana",18107,IN
2015,Indiana,Northeast,Noble,63.4,"Noble County, Indiana",18113,IN
2015,Indiana,Central,Shelby,86.4,"Shelby County, Indiana",18145,IN
2015,Indiana,West Central,Tippecanoe,71.3,"Tippecanoe County, Indiana",18157,IN
2015,Indiana,North Central,Wabash,60.9,"Wabash County, Indiana",18169,IN
2015,Indiana,Northeast,Whitley,52.3,"Whitley County, Indiana",18183,IN
2014,Indiana,Northeast,Adams,81.4,"Adams County, Indiana",18001,IN
2014,Indiana,Northeast,Allen,92.3,"Allen County, Indiana",18003,IN
2014,Indiana,Central,Bartholomew,86.8,"Bartholomew County, Indiana",18005,IN
2014,Indiana,Central,Decatur,73.8,"Decatur County, Indiana",18031,IN
2014,Indiana,Southwest,Dubois,60.2,"Dubois County, Indiana",18037,IN
2014,Indiana,Southwest,Gibson,71.4,"Gibson County, Indiana",18051,IN
2014,Indiana,Central,Hancock,84.8,"Hancock County, Indiana",18059,IN
2014,Indiana,East Central,Jay,88.0,"Jay County, Indiana",18075,IN
2014,Indiana,West Central,Montgomery,92.4,"Montgomery County, Indiana",18107,IN
2014,Indiana,Northeast,Noble,81.7,"Noble County, Indiana",18113,IN
2014,Indiana,Central,Shelby,74.0,"Shelby County, Indiana",18145,IN
2014,Indiana,West Central,Tippecanoe,87.9,"Tippecanoe County, Indiana",18157,IN
2014,Indiana,North Central,Wabash,77.1,"Wabash County, Indiana",18169,IN
2014,Indiana,Northeast,Whitley,79.0,"Whitley County, Indiana",18183,IN
2013,Indiana,Northeast,Adams,65.5,"Adams County, Indiana",18001,IN
2013,Indiana,Northeast,Allen,74.2,"Allen County, Indiana",18003,IN
2013,Indiana,Central,Bartholomew,97.6,"Bartholomew County, Indiana",18005,IN
2013,Indiana,Central,Decatur,78.9,"Decatur County, Indiana",18031,IN
2013,Indiana,Southwest,Dubois,71.3,"Dubois County, Indiana",18037,IN
2013,Indiana,Southwest,Gibson,78.3,"Gibson County, Indiana",18051,IN
2013,Indiana,Central,Hancock,71.5,"Hancock County, Indiana",18059,IN
2013,Indiana,East Central,Jay,57.0,"Jay County, Indiana",18075,IN
2013,Indiana,West Central,Montgomery,67.7,"Montgomery County, Indiana",18107,IN
2013,Indiana,Northeast,Noble,68.6,"Noble County, Indiana",18113,IN
2013,Indiana,Central,Shelby,86.1,"Shelby County, Indiana",18145,IN
2013,Indiana,West Central,Tippecanoe,75.3,"Tippecanoe County, Indiana",18157,IN
2013,Indiana,North Central,Wabash,75.1,"Wabash County, Indiana",18169,IN
2013,Indiana,Northeast,Whitley,67.2,"Whitley County, Indiana",18183,IN
2012,Indiana,Northeast,Adams,74.7,"Adams County, Indiana",18001,IN
2012,Indiana,Northeast,Allen,73.0,"Allen County, Indiana",18003,IN
2012,Indiana,Central,Bartholomew,81.2,"Bartholomew County, Indiana",18005,IN
2012,Indiana,Central,Decatur,70.2,"Decatur County, Indiana",18031,IN
2012,Indiana,Southwest,Dubois,59.8,"Dubois County, Indiana",18037,IN
2012,Indiana,Southwest,Gibson,73.5,"Gibson County, Indiana",18051,IN
2012,Indiana,Central,Hancock,73.5,"Hancock County, Indiana",18059,IN
2012,Indiana,East Central,Jay,74.8,"Jay County, Indiana",18075,IN
2012,Indiana,West Central,Montgomery,60.8,"Montgomery County, Indiana",18107,IN
2012,Indiana,Northeast,Noble,61.4,"Noble County, Indiana",18113,IN
2012,Indiana,Central,Shelby,64.5,"Shelby County, Indiana",18145,IN
2012,Indiana,West Central,Tippecanoe,70.2,"Tippecanoe County, Indiana",18157,IN
2012,Indiana,North Central,Wabash,69.7,"Wabash County, Indiana",18169,IN
2012,Indiana,Northeast,Whitley,68.1,"Whitley County, Indiana",18183,IN
2011,Indiana,Northeast,Adams,57.6,"Adams County, Indiana",18001,IN
2011,Indiana,Northeast,Allen,69.2,"Allen County, Indiana",18003,IN
2011,Indiana,Central,Bartholomew,57.5,"Bartholomew County, Indiana",18005,IN
2011,Indiana,Central,Decatur,53.8,"Decatur County, Indiana",18031,IN
2011,Indiana,Southwest,Dubois,57.8,"Dubois County, Indiana",18037,IN
2011,Indiana,Southwest,Gibson,64.2,"Gibson County, Indiana",18051,IN
2011,Indiana,Central,Hancock,61.8,"Hancock County, Indiana",18059,IN
2011,Indiana,East Central,Jay,54.1,"Jay County, Indiana",18075,IN
2011,Indiana,West Central,Montgomery,65.0,"Montgomery County, Indiana",18107,IN
2011,Indiana,Northeast,Noble,63.4,"Noble County, Indiana",18113,IN
2011,Indiana,Central,Shelby,65.2,"Shelby County, Indiana",18145,IN
2011,Indiana,West Central,Tippecanoe,66.2,"Tippecanoe County, Indiana",18157,IN
2011,Indiana,North Central,Wabash,66.0,"Wabash County, Indiana",18169,IN
2011,Indiana,Northeast,Whitley,64.7,"Whitley County, Indiana",18183,IN
2010,Indiana,Northeast,Adams,55.2,"Adams County, Indiana",18001,IN
2010,Indiana,Northeast,Allen,59.2,"Allen County, Indiana",18003,IN
2010,Indiana,Central,Bartholomew,63.6,"Bartholomew County, Indiana",18005,IN
2010,Indiana,Central,Decatur,57.2,"Decatur County, Indiana",18031,IN
2010,Indiana,Southwest,Dubois,54.4,"Dubois County, Indiana",18037,IN
2010,Indiana,Southwest,Gibson,62.9,"Gibson County, Indiana",18051,IN
2010,Indiana,Central,Hancock,61.8,"Hancock County, Indiana",18059,IN
2010,Indiana,East Central,Jay,60.5,"Jay County, Indiana",18075,IN
2010,Indiana,West Central,Montgomery,57.8,"Montgomery County, Indiana",18107,IN
2010,Indiana,Northeast,Noble,57.6,"Noble County, Indiana",18113,IN
2010,Indiana,Central,Shelby,62.8,"Shelby County, Indiana",18145,IN
2010,Indiana,West Central,Tippecanoe,63.2,"Tippecanoe County, Indiana",18157,IN
2010,Indiana,North Central,Wabash,57.7,"Wabash County, Indiana",18169,IN
2010,Indiana,Northeast,Whitley,62.8,"Whitley County, Indiana",18183,IN
2009,Indiana,Northeast,Adams,76.5,"Adams County, Indiana",18001,IN
2009,Indiana,Northeast,Allen,70.5,"Allen County, Indiana",18003,IN
2009,Indiana,Central,Bartholomew,65.0,"Bartholomew County, Indiana",18005,IN
2009,Indiana,Central,Decatur,67.5,"Decatur County, Indiana",18031,IN
2009,Indiana,Southwest,Dubois,56.0,"Dubois County, Indiana",18037,IN
2009,Indiana,Southwest,Gibson,62.5,"Gibson County, Indiana",18051,IN
2009,Indiana,Central,Hancock,74.0,"Hancock County, Indiana",18059,IN
2009,Indiana,East Central,Jay,70.5,"Jay County, Indiana",18075,IN
2009,Indiana,West Central,Montgomery,74.0,"Montgomery County, Indiana",18107,IN
2009,Indiana,Northeast,Noble,66.5,"Noble County, Indiana",18113,IN
2009,Indiana,Central,Shelby,74.0,"Shelby County, Indiana",18145,IN
2009,Indiana,West Central,Tippecanoe,75.5,"Tippecanoe County, Indiana",18157,IN
2009,Indiana,North Central,Wabash,79.5,"Wabash County, Indiana",18169,IN
2009,Indiana,Northeast,Whitley,76.0,"Whitley County, Indiana",18183,IN
2008,Indiana,Northeast,Adams,71.0,"Adams County, Indiana",18001,IN
2008,Indiana,Northeast,Allen,68.5,"Allen County, Indiana",18003,IN
2008,Indiana,Central,Bartholomew,62.5,"Bartholomew County, Indiana",18005,IN
2008,Indiana,Central,Decatur,69.5,"Decatur County, Indiana",18031,IN
2008,Indiana,Southwest,Dubois,70.0,"Dubois County, Indiana",18037,IN
2008,Indiana,Southwest,Gibson,74.0,"Gibson County, Indiana",18051,IN
2008,Indiana,Central,Hancock,68.0,"Hancock County, Indiana",18059,IN
2008,Indiana,East Central,Jay,73.5,"Jay County, Indiana",18075,IN
2008,Indiana,West Central,Montgomery,70.0,"Montgomery County, Indiana",18107,IN
2008,Indiana,Northeast,Noble,65.0,"Noble County, Indiana",18113,IN
2008,Indiana,Central,Shelby,67.5,"Shelby County, Indiana",18145,IN
2008,Indiana,West Central,Tippecanoe,75.5,"Tippecanoe County, Indiana",18157,IN
2008,Indiana,North Central,Wabash,71.5,"Wabash County, Indiana",18169,IN
2008,Indiana,Northeast,Whitley,64.0,"Whitley County, Indiana",18183,IN
2007,Indiana,Northeast,Adams,59.6,"Adams County, Indiana",18001,IN
2007,Indiana,Northeast,Allen,59.3,"Allen County, Indiana",18003,IN
2007,Indiana,Central,Bartholomew,57.6,"Bartholomew County, Indiana",18005,IN
2007,Indiana,Central,Decatur,55.9,"Decatur County, Indiana",18031,IN
2007,Indiana,Southwest,Dubois,38.7,"Dubois County, Indiana",18037,IN
2007,Indiana,Southwest,Gibson,59.1,"Gibson County, Indiana",18051,IN
2007,Indiana,Central,Hancock,65.7,"Hancock County, Indiana",18059,IN
2007,Indiana,East Central,Jay,52.7,"Jay County, Indiana",18075,IN
2007,Indiana,West Central,Montgomery,55.5,"Montgomery County, Indiana",18107,IN
2007,Indiana,Northeast,Noble,51.8,"Noble County, Indiana",18113,IN
2007,Indiana,Central,Shelby,59.2,"Shelby County, Indiana",18145,IN
2007,Indiana,West Central,Tippecanoe,54.4,"Tippecanoe County, Indiana",18157,IN
2007,Indiana,North Central,Wabash,60.1,"Wabash County, Indiana",18169,IN
2007,Indiana,Northeast,Whitley,56.4,"Whitley County, Indiana",18183,IN
2006,Indiana,Northeast,Adams,70.6,"Adams County, Indiana",18001,IN
2006,Indiana,Northeast,Allen,75.8,"Allen County, Indiana",18003,IN
2006,Indiana,Central,Bartholomew,65.8,"Bartholomew County, Indiana",18005,IN
2006,Indiana,Central,Decatur,61.9,"Decatur County, Indiana",18031,IN
2006,Indiana,Southwest,Dubois,57.3,"Dubois County, Indiana",18037,IN
2006,Indiana,Southwest,Gibson,70.6,"Gibson County, Indiana",18051,IN
2006,Indiana,Central,Hancock,64.3,"Hancock County, Indiana",18059,IN
2006,Indiana,East Central,Jay,67.4,"Jay County, Indiana",18075,IN
2006,Indiana,West Central,Montgomery,69.9,"Montgomery County, Indiana",18107,IN
2006,Indiana,Northeast,Noble,65.4,"Noble County, Indiana",18113,IN
2006,Indiana,Central,Shelby,63.9,"Shelby County, Indiana",18145,IN
2006,Indiana,West Central,Tippecanoe,73.7,"Tippecanoe County, Indiana",18157,IN
2006,Indiana,North Central,Wabash,78.9,"Wabash County, Indiana",18169,IN
2006,Indiana,Northeast,Whitley,73.7,"Whitley County, Indiana",18183,IN
2005,Indiana,Northeast,Adams,78.8,"Adams County, Indiana",18001,IN
2005,Indiana,Northeast,Allen,74.7,"Allen County, Indiana",18003,IN
2005,Indiana,Central,Bartholomew,69.2,"Bartholomew County, Indiana",18005,IN
2005,Indiana,Central,Decatur,79.8,"Decatur County, Indiana",18031,IN
2005,Indiana,Southwest,Dubois,65.4,"Dubois County, Indiana",18037,IN
2005,Indiana,Southwest,Gibson,63.4,"Gibson County, Indiana",18051,IN
2005,Indiana,Central,Hancock,89.4,"Hancock County, Indiana",18059,IN
2005,Indiana,East Central,Jay,78.4,"Jay County, Indiana",18075,IN
2005,Indiana,West Central,Montgomery,83.5,"Montgomery County, Indiana",18107,IN
2005,Indiana,Northeast,Noble,61.5,"Noble County, Indiana",18113,IN
2005,Indiana,Central,Shelby,78.6,"Shelby County, Indiana",18145,IN
2005,Indiana,West Central,Tippecanoe,81.3,"Tippecanoe County, Indiana",18157,IN
2005,Indiana,North Central,Wabash,81.4,"Wabash County, Indiana",18169,IN
2005,Indiana,Northeast,Whitley,76.1,"Whitley County, Indiana",18183,IN
2004,Indiana,Northeast,Adams,70.0,"Adams County, Indiana",18001,IN
2004,Indiana,Northeast,Allen,68.3,"Allen County, Indiana",18003,IN
2004,Indiana,Central,Bartholomew,63.9,"Bartholomew County, Indiana",18005,IN
2004,Indiana,Central,Decatur,68.2,"Decatur County, Indiana",18031,IN
2004,Indiana,Southwest,Dubois,49.6,"Dubois County, Indiana",18037,IN
2004,Indiana,Southwest,Gibson,64.9,"Gibson County, Indiana",18051,IN
2004,Indiana,Central,Hancock,67.3,"Hancock County, Indiana",18059,IN
2004,Indiana,East Central,Jay,67.2,"Jay County, Indiana",18075,IN
2004,Indiana,West Central,Montgomery,63.9,"Montgomery County, Indiana",18107,IN
2004,Indiana,Northeast,Noble,55.5,"Noble County, Indiana",18113,IN
2004,Indiana,Central,Shelby,77.6,"Shelby County, Indiana",18145,IN
2004,Indiana,West Central,Tippecanoe,62.2,"Tippecanoe County, Indiana",18157,IN
2004,Indiana,North Central,Wabash,67.9,"Wabash County, Indiana",18169,IN
2004,Indiana,Northeast,Whitley,62.6,"Whitley County, Indiana",18183,IN
2003,Indiana,Northeast,Adams,73.1,"Adams County, Indiana",18001,IN
2003,Indiana,Northeast,Allen,78.6,"Allen County, Indiana",18003,IN
2003,Indiana,Central,Bartholomew,64.4,"Bartholomew County, Indiana",18005,IN
2003,Indiana,Central,Decatur,61.1,"Decatur County, Indiana",18031,IN
